Tree number	size	Clan 1	Clan 2	Clan 3	Clan 4	Clan 5	Clan 6	Clan 7	Clan 8	Clan 9	Clan 10	boot_average	boot_max	boot_min	boot_stdev
Tree 1149	52	0	0	0	0	0	0	0	0	0	0	74.081635	100.000000	3.000000	26.023411
Tree 1150	44	1	0	0	0	1	1	1	1	0	0	82.658539	100.000000	27.000000	23.143887
Tree 1151	45	0	0	0	0	0	1	0	0	0	1	78.738098	100.000000	23.000000	20.612131
Tree 1152	53	0	0	0	0	0	0	0	0	0	0	67.699997	100.000000	12.000000	26.132164
Tree 1153	51	0	0	0	0	0	0	0	0	0	0	74.625000	100.000000	26.000000	25.184837
Tree 1154	53	1	1	0	0	0	0	0	0	0	1	86.500000	100.000000	26.000000	17.498857
Tree 1155	50	0	0	0	0	0	0	0	0	0	0	69.446808	100.000000	24.000000	24.839752
Tree 1156	45	0	1	0	0	0	0	0	0	0	0	68.976189	100.000000	17.000000	23.373253
Tree 1157	52	0	1	0	0	0	0	1	0	0	0	80.408165	100.000000	23.000000	21.203503
Tree 1158	52	1	0	0	0	0	0	0	1	0	0	79.469391	100.000000	20.000000	24.487482
Tree 1159	54	0	1	1	0	1	1	1	0	0	1	89.392159	100.000000	32.000000	15.541316
Tree 1160	44	1	1	0	0	0	1	1	0	0	0	78.878052	100.000000	9.000000	25.537340
Tree 1161	48	0	0	0	0	0	0	1	0	0	0	72.288887	100.000000	14.000000	27.747770
Tree 1162	56	0	0	0	0	0	1	1	0	0	0	71.811317	100.000000	23.000000	22.792797
Tree 1163	51	0	1	0	1	0	1	0	0	0	1	80.687500	100.000000	29.000000	21.920458
Tree 1164	50	0	1	0	0	0	0	0	0	0	0	77.468086	100.000000	19.000000	25.542500
Tree 1165	52	0	0	0	0	0	0	1	0	0	0	73.530609	100.000000	29.000000	21.608860
Tree 1166	48	1	1	0	0	1	0	0	0	0	1	71.133331	100.000000	0.000000	28.684952
Tree 1167	46	0	0	0	0	0	0	?	0	0	0	64.162788	100.000000	8.000000	27.108679
Tree 1168	53	1	0	0	0	1	0	1	1	0	0	84.440002	100.000000	31.000000	18.915768
Tree 1169	53	0	0	0	0	0	0	0	0	0	0	77.839996	100.000000	22.000000	24.076015
Tree 1170	51	0	0	0	0	0	1	0	0	0	1	77.145836	100.000000	19.000000	24.416515
Tree 1171	53	1	1	1	1	0	1	1	0	1	0	85.540001	100.000000	22.000000	18.408924
Tree 1172	56	0	0	0	0	1	0	0	0	0	0	67.905663	100.000000	9.000000	29.874746
Tree 1173	49	1	1	1	1	1	0	1	1	0	0	85.913040	100.000000	33.000000	17.451580
